zone_id,zone_name,hour_of_day,day_of_week,is_weekend,crime_count_normalized,police_coverage_score,street_light_score,metro_access_score,footfall_score,sentiment_score,safety_score,data_source
DL_001,Chandni Chowk,0.0,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.2626357150138609,0.09733317761555918,48.61,real_seed
DL_001,Chandni Chowk,0.043478260869565216,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.34552394392078684,0.06019907611239336,46.15,real_seed
DL_001,Chandni Chowk,0.08695652173913043,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.3423359351166743,0.08866855393148715,47.86,real_seed
DL_001,Chandni Chowk,0.13043478260869565,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.3232078822919991,0.20130866182442347,50.32,real_seed
DL_001,Chandni Chowk,0.17391304347826086,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.289202455048132,0.08866855393148715,49.41,real_seed
DL_001,Chandni Chowk,0.21739130434782608,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.41672280721263344,0.3510828712205255,54.49,real_seed
DL_001,Chandni Chowk,0.2608695652173913,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.5027990449236719,0.3968815964077634,58.83,real_seed
DL_001,Chandni Chowk,0.30434782608695654,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.4709189568825466,0.4488693385121954,56.83,real_seed
DL_001,Chandni Chowk,0.34782608695652173,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.47516963528802997,0.44391812497844,58.02,real_seed
DL_001,Chandni Chowk,0.3913043478260869,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.5059870537277844,0.42906448437717376,59.11,real_seed
DL_001,Chandni Chowk,0.43478260869565216,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.728085000414291,0.47981442309816696,63.24,real_seed
DL_001,Chandni Chowk,0.4782608695652174,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7365863572252578,0.28547929189826593,58.34,real_seed
DL_001,Chandni Chowk,0.5217391304347826,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.8301012821458923,0.28547929189826593,57.44,real_seed
DL_001,Chandni Chowk,0.5652173913043478,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.8003465333075086,0.47981442309816696,60.72,real_seed
DL_001,Chandni Chowk,0.6086956521739131,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7982211941047669,0.2780524715976328,60.15,real_seed
DL_001,Chandni Chowk,0.6521739130434783,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7939705156992835,0.36098529828803644,60.07,real_seed
DL_001,Chandni Chowk,0.6956521739130435,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7397743660293703,0.3869791693402524,63.52,real_seed
DL_001,Chandni Chowk,0.7391304347826086,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7472130532389663,0.39564379302432445,59.96,real_seed
DL_001,Chandni Chowk,0.7826086956521738,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7865318284896876,0.4315400911440514,58.16,real_seed
DL_001,Chandni Chowk,0.8260869565217391,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7440250444348537,0.4216376640765405,62.84,real_seed
DL_001,Chandni Chowk,0.8695652173913043,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.7854691588883167,0.44639373174531777,60.05,real_seed
DL_001,Chandni Chowk,0.9130434782608695,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.8226625949362963,0.45753396219626746,61.22,real_seed
DL_001,Chandni Chowk,0.9565217391304348,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.32533322149474075,0.1777903975390851,48.61,real_seed
DL_001,Chandni Chowk,1.0,0.0,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.2913277942508737,0.249582993778539,46.79,real_seed
DL_001,Chandni Chowk,0.0,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.3008918206632113,0.16541236370469647,50.64,real_seed
DL_001,Chandni Chowk,0.043478260869565216,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.30195449026458215,0.2557720106957333,48.96,real_seed
DL_001,Chandni Chowk,0.08695652173913043,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.34127326551530346,0.13570508250216384,44.47,real_seed
DL_001,Chandni Chowk,0.13043478260869565,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.3370225871098201,0.21863790919256743,50.12,real_seed
DL_001,Chandni Chowk,0.17391304347826086,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.2668863934193443,0.10971121144994778,49.28,real_seed
DL_001,Chandni Chowk,0.21739130434782608,0.16666666666666666,0.0,0.6199148068970912,0.86671625606876,0.2220342395629063,0.8629574215198745,0.49961103611955937,0.4315400911440514,55.17,real_seed
